ofuton_my_grandfathers_clock_3_2_0000|ゆぐぁぐぉぐぅぐぃぐぇぐぁんつぁつぉつ|y u g w a g w o g w u g w i g w e g w a N ts a ts o ts u|E3 E3 A3 A3 A3 G3 G3 G3 A3 A3 A3 B3 B3 B3 A3 A3 A3 B3 B3 B3 C4 D4 D4 C4 C4 F3 F3|0.75 0.75 0.75 0.75 0.75 0.375 0.375 0.375 0.375 0.375 0.375 0.75 0.75 0.75 0.375 0.375 0.375 0.375 0.375 0.375 0.75 0.5625 0.5625 0.1875 0.1875 0.375 0.375|0.155 0.528 0.07 0.135 0.53 0.062 0.09 0.258 0.057 0.062 0.259 0.05 0.129 0.561 0.062 0.083 0.246 0.041 0.078 0.381 0.61 0.144 0.369 0.132 0.119 0.109 0.307|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0001|いぇつつぃつぇつぁんてゃてょてゅ|y e ts u ts i ts e ts a N ty a ty o ty u|B3 B3 B3 B3 A3 A3 A3 A3 A3 A3 G3 F3 F3 G3 G3 A3 A3|0.375 0.375 0.375 0.375 0.75 0.75 0.375 0.375 0.375 0.375 0.75 0.375 0.375 0.375 0.375 1.5 1.5|0.107 0.296 0.093 0.286 0.215 0.492 0.152 0.228 0.183 0.323 0.692 0.168 0.21 0.113 0.246 0.12 1.243|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0002|らてゅてぃててゃんでゃでょでゅでぃでぇでゃ|r a ty u t i t e ty a N dy a dy o dy u d i dy e dy a|E3 E3 E3 E3 A3 A3 G3 G3 A3 A3 B3 A3 A3 B3 B3 C4 C4 D4 D4 C4 C4 F3 F3|0.375 0.375 0.375 0.375 0.75 0.75 0.375 0.375 0.375 0.375 0.75 0.375 0.375 0.375 0.375 0.75 0.75 0.5625 0.5625 0.1875 0.1875 0.375 0.375|0.132 0.293 0.15 0.334 0.135 0.622 0.038 0.36 0.12 0.299 0.613 0.13 0.313 0.103 0.216 0.183 0.619 0.09 0.46 0.038 0.17 0.13 0.255|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0003|ろんにゃにょにゅににぇにゃん|r o N ny a ny o ny u n i ny e ny a N|B3 B3 B3 A3 A3 A3 A3 A3 A3 G3 G3 F3 F3 G3 G3 A3|0.375 0.375 0.375 0.75 0.75 0.375 0.375 0.375 0.375 0.75 0.75 0.375 0.375 0.375 0.375 1.5|0.088 0.379 0.245 0.167 0.638 0.108 0.227 0.114 0.302 0.046 0.686 0.118 0.272 0.103 0.345 1.303|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0004|るんふぁふぉふふぃ|r u N f a f o f u f i|A3 A3 C4 E4 E4 C4 C4 B3 B3 A3 A3|0.375 0.375 0.375 0.75 0.75 0.5625 0.5625 0.1875 0.1875 0.375 0.375|0.1 0.341 0.234 0.186 0.606 0.133 0.432 0.099 0.097 0.2 0.355|0 0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0005|ふぇふぁんヴぁヴぉヴヴぃ|f e f a N v a v o v u v i|G3 G3 A3 A3 B3 A3 A3 G3 G3 F3 F3 E3 E3|0.375 0.375 0.375 0.375 0.375 0.375 0.375 0.375 0.375 0.375 0.375 0.28125 0.28125|0.171 0.193 0.142 0.36 0.35 0.042 0.325 0.077 0.245 0.07 0.313 0.123 0.25|0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0006|れヴぃヴぇヴぁんさそすすぃ|r e v i v e v a N s a s o s u s i|A3 A3 C4 C4 E4 E4 C4 C4 B3 A3 A3 G3 G3 A3 A3 B3 B3|0.375 0.375 0.375 0.375 0.75 0.75 0.5625 0.5625 0.1875 0.75 0.75 0.375 0.375 0.375 0.375 1.5 1.5|0.07 0.334 0.097 0.294 0.102 0.61 0.058 0.51 0.123 0.109 0.667 0.134 0.265 0.135 0.22 0.219 1.227|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0007|きゃすぃせ|ky a s i s e|E3 E3 E3 E3 A3 A3|0.375 0.375 0.375 0.375 0.75 0.75|0.126 0.183 0.176 0.157 0.15 0.816|0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0008|きょ|ky o|B3 B3|0.75 0.75|0.181 0.695|0 0
ofuton_my_grandfathers_clock_3_2_0009|きゅせさんざ|ky u s e s a N z a|C4 C4 C4 C4 D4 D4 C4 F3 F3|0.375 0.375 0.375 0.375 0.5625 0.5625 0.1875 0.375 0.375|0.173 0.171 0.119 0.241 0.132 0.517 0.176 0.06 0.362|0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0010|きざぞずずぃ|k i z a z o z u z i|B3 B3 B3 B3 A3 A3 G3 G3 A3 A3|0.375 0.375 0.375 0.375 1.5 1.5 0.75 0.75 1.5 1.5|0.079 0.313 0.073 0.295 0.094 1.364 0.091 1.451 0.205 1.221|0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0011|きぇずぃぜざんひゃひょひゅ|ky e z i z e z a N hy a hy o hy u|E3 E3 E3 E3 A3 A3 E3 E3 E3 F3 F3 E3 E3 E3 E3|0.375 0.375 0.375 0.375 0.75 0.75 0.375 0.375 0.375 0.375 0.375 0.375 0.375 0.28125 0.28125|0.16 0.2 0.117 0.193 0.12 0.625 0.123 0.393 0.216 0.192 0.148 0.189 0.193 0.201 0.321|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0012|ぎゃひゅひひぇ|gy a hy u h i hy e|C3 C3 E3 E3 C3 C3 E3 E3|0.75 0.75 0.75 0.75 0.5625 0.5625 0.09375 0.09375|0.123 0.554 0.254 0.465 0.143 0.615 0.172 0.129|0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0013|ぎょひひぇひゃんびゃびょ|gy o h i hy e hy a N by a by o|E3 E3 A3 A3 E3 E3 E3 E3 F3 E3 E3 E3 E3|0.375 0.375 0.75 0.75 0.375 0.375 0.375 0.375 0.28125 0.09375 0.09375 0.09375 0.09375|0.112 0.186 0.139 0.572 0.186 0.184 0.198 0.328 0.252 0.129 0.249 0.141 0.26|0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0014|ぎゅびょびゅびぎび|gy u by o by u b i g i b i|C3 C3 E3 E3 C3 C3 E3 E3 E3 E3 A3 A3|0.75 0.75 0.75 0.75 0.5625 0.5625 0.09375 0.09375 0.375 0.375 0.5625 0.5625|0.168 0.537 0.185 0.599 0.249 0.481 0.065 0.319 0.081 0.316 0.058 0.725|0 0 0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0015|ぎぇ|gy e|B3 B3|0.75 0.75|0.224 0.807|0 0
ofuton_my_grandfathers_clock_3_2_0016|くぁびびぇびゃん|k w a b i by e by a N|C4 C4 C4 C4 C4 D4 D4 C4 C4 F3|0.375 0.375 0.375 0.375 0.375 0.5625 0.5625 0.1875 0.1875 0.375|0.071 0.081 0.301 0.038 0.306 0.151 0.377 0.12 0.222 0.352|0 0 0 0 0 0 0 0 0 0
ofuton_my_grandfathers_clock_3_2_0017|くぉんぴゃぴょぴゅ|k w o N py a py o py u|B3 B3 B3 B3 A3 A3 G3 G3 A3 A3|0.375 0.375 0.375 0.375 1.5 1.5 0.75 0.75 1.5 1.5|0.055 0.11 0.258 0.311 0.134 1.271 0.182 1.456 0.176 1.468|0 0 0 0 0 0 0 0 0 0
